CoinID,Price,Return,IntervalType,MarketDate
10,13.290808559126726,0.005440825799535309,daily,2025-11-22
10,13.403515771236606,0.008480086941925258,daily,2025-11-23
10,13.891005084997119,0.036370257034101794,daily,2025-11-24
10,14.10345899222315,0.015294350979360827,daily,2025-11-25
10,14.67908296204937,0.040814382496068946,daily,2025-11-26
10,15.02777709424974,0.02375449018864928,daily,2025-11-27
10,14.844583370385495,-0.012190340774640873,daily,2025-11-28
