CoinID,Price,Return,IntervalType,MarketDate
3,0.9995975538750667,4.574016002401038e-05,daily,2025-11-22
3,0.9998227870987461,0.00022532390441165617,daily,2025-11-23
3,0.9997749939695915,-4.780160021489177e-05,daily,2025-11-24
3,0.9997233902657059,-5.16153176433054e-05,daily,2025-11-25
3,0.9999335698808292,0.00021023776893658308,daily,2025-11-26
3,1.0000452002312226,0.0001116377665035806,daily,2025-11-27
3,1.0002310008057844,0.00018579217671255144,daily,2025-11-28
